time,open,high,low,close
2025-10-20 17:05:00+00:00,1.16512,1.1653,1.16506,1.16522
2025-10-20 17:10:00+00:00,1.16522,1.16524,1.16504,1.16508
2025-10-20 17:15:00+00:00,1.16507,1.1651,1.16479,1.16484
2025-10-20 17:20:00+00:00,1.16484,1.16491,1.16477,1.16481
2025-10-20 17:25:00+00:00,1.1648,1.16494,1.1648,1.16493
2025-10-20 17:30:00+00:00,1.16494,1.16494,1.16474,1.16474
2025-10-20 17:35:00+00:00,1.16474,1.16474,1.16444,1.16452
2025-10-20 17:40:00+00:00,1.16452,1.16454,1.16414,1.16432
2025-10-20 17:45:00+00:00,1.16431,1.16448,1.1643,1.16444
2025-10-20 17:50:00+00:00,1.16443,1.16446,1.16422,1.16432
2025-10-20 17:55:00+00:00,1.1643,1.16438,1.16426,1.16432
2025-10-20 18:00:00+00:00,1.16433,1.1644,1.16422,1.16438
2025-10-20 18:05:00+00:00,1.16436,1.16437,1.16414,1.16416
2025-10-20 18:10:00+00:00,1.16417,1.1642,1.16404,1.16416
2025-10-20 18:15:00+00:00,1.16416,1.1642,1.16382,1.16409
2025-10-20 18:20:00+00:00,1.1641,1.16418,1.16403,1.16412
2025-10-20 18:25:00+00:00,1.16412,1.16424,1.16408,1.16424
2025-10-20 18:30:00+00:00,1.16423,1.1645,1.16418,1.16447
2025-10-20 18:35:00+00:00,1.16448,1.16464,1.1644,1.16464
2025-10-20 18:40:00+00:00,1.16464,1.16466,1.16433,1.16437
2025-10-20 18:45:00+00:00,1.16436,1.16454,1.16435,1.16452
2025-10-20 18:50:00+00:00,1.16452,1.16458,1.16434,1.16444
2025-10-20 18:55:00+00:00,1.16442,1.16485,1.16442,1.16464
2025-10-20 19:00:00+00:00,1.16464,1.16482,1.16456,1.16468
2025-10-20 19:05:00+00:00,1.16469,1.16493,1.16468,1.16475
2025-10-20 19:10:00+00:00,1.16476,1.1648,1.1647,1.16473
2025-10-20 19:15:00+00:00,1.16474,1.16474,1.16466,1.16469
2025-10-20 19:20:00+00:00,1.16468,1.1647,1.16455,1.16466
2025-10-20 19:25:00+00:00,1.16465,1.16467,1.1646,1.16465
2025-10-20 19:30:00+00:00,1.16465,1.16465,1.16434,1.16434
2025-10-20 19:35:00+00:00,1.16435,1.16439,1.1643,1.16434
2025-10-20 19:40:00+00:00,1.16433,1.16442,1.16428,1.16439
2025-10-20 19:45:00+00:00,1.16438,1.16441,1.16429,1.16431
2025-10-20 19:50:00+00:00,1.1643,1.16438,1.16417,1.16423
2025-10-20 19:55:00+00:00,1.16422,1.16426,1.164,1.16408
2025-10-20 20:00:00+00:00,1.1641,1.16445,1.16404,1.16444
2025-10-20 20:05:00+00:00,1.16444,1.16444,1.16426,1.1643
2025-10-20 20:10:00+00:00,1.16432,1.16432,1.16404,1.16406
2025-10-20 20:15:00+00:00,1.16406,1.16421,1.16402,1.1642
2025-10-20 20:20:00+00:00,1.16422,1.16438,1.16422,1.16438
2025-10-20 20:25:00+00:00,1.16436,1.16441,1.16432,1.16432
2025-10-20 20:30:00+00:00,1.16434,1.16445,1.16434,1.16438
2025-10-20 20:35:00+00:00,1.16438,1.16441,1.16434,1.16439
2025-10-20 20:40:00+00:00,1.1644,1.16444,1.16425,1.16434
2025-10-20 20:45:00+00:00,1.16435,1.16437,1.16426,1.16435
2025-10-20 20:50:00+00:00,1.16436,1.16442,1.16422,1.16437
2025-10-20 20:55:00+00:00,1.16436,1.16438,1.1641,1.16413
2025-10-20 21:00:00+00:00,1.16426,1.16426,1.1642,1.1642
2025-10-20 21:05:00+00:00,1.16418,1.16441,1.16416,1.16431
2025-10-20 21:10:00+00:00,1.16432,1.16444,1.16431,1.16444
2025-10-20 21:15:00+00:00,1.16445,1.16449,1.16444,1.16447
2025-10-20 21:20:00+00:00,1.16446,1.16448,1.16436,1.16442
2025-10-20 21:25:00+00:00,1.16442,1.16452,1.16441,1.16448
2025-10-20 21:30:00+00:00,1.16447,1.16451,1.16444,1.16448
2025-10-20 21:35:00+00:00,1.16448,1.1645,1.16442,1.16449
2025-10-20 21:40:00+00:00,1.1645,1.16454,1.16449,1.16453
2025-10-20 21:45:00+00:00,1.16454,1.16454,1.16448,1.16452
2025-10-20 21:50:00+00:00,1.16451,1.16451,1.16446,1.16449
2025-10-20 21:55:00+00:00,1.16448,1.1645,1.16444,1.16446
2025-10-20 22:00:00+00:00,1.16445,1.16454,1.16442,1.16452
2025-10-20 22:05:00+00:00,1.16452,1.16454,1.16444,1.16451
2025-10-20 22:10:00+00:00,1.16452,1.16454,1.16443,1.16444
2025-10-20 22:15:00+00:00,1.16444,1.16455,1.16442,1.16453
2025-10-20 22:20:00+00:00,1.16452,1.16452,1.16442,1.16444
2025-10-20 22:25:00+00:00,1.16442,1.16447,1.16434,1.16436
2025-10-20 22:30:00+00:00,1.16438,1.16444,1.16434,1.16434
2025-10-20 22:35:00+00:00,1.16436,1.16436,1.16432,1.16433
2025-10-20 22:40:00+00:00,1.16434,1.16434,1.16426,1.1643
2025-10-20 22:45:00+00:00,1.1643,1.16432,1.16429,1.16432
2025-10-20 22:50:00+00:00,1.16433,1.16445,1.16432,1.16438
2025-10-20 22:55:00+00:00,1.16438,1.1644,1.1643,1.16434
2025-10-20 23:00:00+00:00,1.16434,1.16447,1.16425,1.16446
2025-10-20 23:05:00+00:00,1.16446,1.16446,1.1643,1.16436
2025-10-20 23:10:00+00:00,1.16437,1.16438,1.16426,1.16432
2025-10-20 23:15:00+00:00,1.16433,1.16439,1.16424,1.16439
2025-10-20 23:20:00+00:00,1.16441,1.1645,1.16436,1.16448
2025-10-20 23:25:00+00:00,1.16447,1.16452,1.16434,1.16438
2025-10-20 23:30:00+00:00,1.16437,1.16442,1.1643,1.16435
2025-10-20 23:35:00+00:00,1.16434,1.1644,1.16433,1.1644
2025-10-20 23:40:00+00:00,1.1644,1.1644,1.16432,1.16434
2025-10-20 23:45:00+00:00,1.16434,1.16441,1.16434,1.16436
2025-10-20 23:50:00+00:00,1.16434,1.16437,1.1643,1.16432
2025-10-20 23:55:00+00:00,1.16433,1.1645,1.16432,1.16442
2025-10-21 00:00:00+00:00,1.1644,1.1649,1.16433,1.16466
2025-10-21 00:05:00+00:00,1.16468,1.16522,1.16467,1.16504
2025-10-21 00:10:00+00:00,1.16504,1.16522,1.165,1.16516
2025-10-21 00:15:00+00:00,1.16517,1.16524,1.16507,1.16523
2025-10-21 00:20:00+00:00,1.16522,1.16526,1.16498,1.16504
2025-10-21 00:25:00+00:00,1.16504,1.1651,1.16489,1.16504
2025-10-21 00:30:00+00:00,1.16506,1.16522,1.16506,1.16516
2025-10-21 00:35:00+00:00,1.16515,1.16526,1.16514,1.16524
2025-10-21 00:40:00+00:00,1.16524,1.16546,1.16522,1.16544
2025-10-21 00:45:00+00:00,1.16544,1.16544,1.1652,1.16534
2025-10-21 00:50:00+00:00,1.16534,1.16553,1.16534,1.16546
2025-10-21 00:55:00+00:00,1.16548,1.16551,1.1653,1.16532
2025-10-21 01:00:00+00:00,1.16531,1.16531,1.16498,1.16505
2025-10-21 01:05:00+00:00,1.16505,1.16522,1.16498,1.16515
2025-10-21 01:10:00+00:00,1.16515,1.1652,1.16502,1.16505
2025-10-21 01:15:00+00:00,1.16502,1.16518,1.16493,1.16511
2025-10-21 01:20:00+00:00,1.16512,1.16512,1.16484,1.16484
2025-10-21 01:25:00+00:00,1.16484,1.16488,1.16467,1.16468
2025-10-21 01:30:00+00:00,1.16467,1.16484,1.16462,1.16472
2025-10-21 01:35:00+00:00,1.16471,1.16472,1.16436,1.16437
2025-10-21 01:40:00+00:00,1.16438,1.16462,1.16421,1.1644
2025-10-21 01:45:00+00:00,1.16438,1.16472,1.16434,1.16463
2025-10-21 01:50:00+00:00,1.16464,1.16474,1.16446,1.16446
2025-10-21 01:55:00+00:00,1.16448,1.16451,1.16426,1.16448
2025-10-21 02:00:00+00:00,1.16451,1.16452,1.16412,1.16417
2025-10-21 02:05:00+00:00,1.16416,1.16428,1.16412,1.16412
2025-10-21 02:10:00+00:00,1.16412,1.16442,1.16392,1.16442
2025-10-21 02:15:00+00:00,1.1644,1.16448,1.16416,1.1642
2025-10-21 02:20:00+00:00,1.1642,1.16428,1.1641,1.16428
2025-10-21 02:25:00+00:00,1.16426,1.16444,1.16422,1.16431
2025-10-21 02:30:00+00:00,1.1643,1.16435,1.16394,1.16414
2025-10-21 02:35:00+00:00,1.16414,1.16416,1.1636,1.16368
2025-10-21 02:40:00+00:00,1.16364,1.16382,1.16355,1.1636
2025-10-21 02:45:00+00:00,1.16361,1.16365,1.16328,1.16332
2025-10-21 02:50:00+00:00,1.1633,1.16354,1.16328,1.16348
2025-10-21 02:55:00+00:00,1.16347,1.16353,1.16336,1.16341
2025-10-21 03:00:00+00:00,1.16341,1.16346,1.1633,1.16334
2025-10-21 03:05:00+00:00,1.16334,1.16351,1.1633,1.16348
2025-10-21 03:10:00+00:00,1.16348,1.16354,1.16343,1.16354
2025-10-21 03:15:00+00:00,1.16356,1.16358,1.16341,1.16349
2025-10-21 03:20:00+00:00,1.16349,1.1635,1.16336,1.1635
2025-10-21 03:25:00+00:00,1.1635,1.16359,1.16346,1.16354
2025-10-21 03:30:00+00:00,1.16353,1.16354,1.1634,1.16346
2025-10-21 03:35:00+00:00,1.16345,1.16352,1.1634,1.16344
2025-10-21 03:40:00+00:00,1.16344,1.16358,1.16344,1.1635
2025-10-21 03:45:00+00:00,1.16348,1.1635,1.1633,1.16337
2025-10-21 03:50:00+00:00,1.16338,1.16354,1.16337,1.16348
2025-10-21 03:55:00+00:00,1.16348,1.1635,1.1634,1.16348
2025-10-21 04:00:00+00:00,1.16347,1.16348,1.16334,1.16334
2025-10-21 04:05:00+00:00,1.16334,1.16335,1.1632,1.16325
2025-10-21 04:10:00+00:00,1.16326,1.16346,1.16324,1.16344
2025-10-21 04:15:00+00:00,1.16344,1.1635,1.16339,1.1635
2025-10-21 04:20:00+00:00,1.16348,1.16349,1.16334,1.16336
2025-10-21 04:25:00+00:00,1.16336,1.16342,1.16333,1.16338
2025-10-21 04:30:00+00:00,1.16336,1.1634,1.16319,1.1634
2025-10-21 04:35:00+00:00,1.16341,1.1635,1.16336,1.16344
2025-10-21 04:40:00+00:00,1.16342,1.16354,1.1634,1.16342
2025-10-21 04:45:00+00:00,1.16344,1.16349,1.16324,1.16334
2025-10-21 04:50:00+00:00,1.16332,1.16342,1.16324,1.16332
2025-10-21 04:55:00+00:00,1.16332,1.16369,1.16326,1.1636
2025-10-21 05:00:00+00:00,1.16362,1.16362,1.1634,1.16357
2025-10-21 05:05:00+00:00,1.16356,1.16378,1.16326,1.16328
2025-10-21 05:10:00+00:00,1.16328,1.16361,1.16328,1.16356
2025-10-21 05:15:00+00:00,1.16354,1.16356,1.16314,1.16336
2025-10-21 05:20:00+00:00,1.16336,1.1634,1.16302,1.16324
2025-10-21 05:25:00+00:00,1.16324,1.16326,1.16296,1.16304
2025-10-21 05:30:00+00:00,1.16304,1.16318,1.16296,1.16305
2025-10-21 05:35:00+00:00,1.16306,1.16318,1.16272,1.16272
2025-10-21 05:40:00+00:00,1.16272,1.16304,1.1627,1.16275
2025-10-21 05:45:00+00:00,1.16276,1.16292,1.1627,1.16282
2025-10-21 05:50:00+00:00,1.16283,1.16288,1.1627,1.16272
2025-10-21 05:55:00+00:00,1.16271,1.16281,1.16244,1.16253
2025-10-21 06:00:00+00:00,1.16252,1.16262,1.16206,1.16222
2025-10-21 06:05:00+00:00,1.16221,1.16248,1.16187,1.16248
2025-10-21 06:10:00+00:00,1.16247,1.16252,1.16221,1.16226
2025-10-21 06:15:00+00:00,1.16226,1.16234,1.16212,1.16222
2025-10-21 06:20:00+00:00,1.1622,1.16262,1.1622,1.1625
2025-10-21 06:25:00+00:00,1.16251,1.16262,1.1625,1.16258
2025-10-21 06:30:00+00:00,1.16256,1.1626,1.1624,1.16253
2025-10-21 06:35:00+00:00,1.16252,1.16288,1.16243,1.16267
2025-10-21 06:40:00+00:00,1.16265,1.16298,1.16253,1.16284
2025-10-21 06:45:00+00:00,1.16284,1.16319,1.16282,1.16308
2025-10-21 06:50:00+00:00,1.16306,1.16324,1.16295,1.1632
2025-10-21 06:55:00+00:00,1.16318,1.1634,1.16308,1.1632
2025-10-21 07:00:00+00:00,1.16319,1.16356,1.16318,1.16326
2025-10-21 07:05:00+00:00,1.16326,1.16344,1.1627,1.16282
2025-10-21 07:10:00+00:00,1.16284,1.16302,1.16241,1.16246
2025-10-21 07:15:00+00:00,1.16246,1.16264,1.16218,1.16254
2025-10-21 07:20:00+00:00,1.16254,1.163,1.16252,1.1629
2025-10-21 07:25:00+00:00,1.16291,1.16326,1.16291,1.16306
2025-10-21 07:30:00+00:00,1.16305,1.16316,1.1628,1.1629
2025-10-21 07:35:00+00:00,1.16291,1.16306,1.16243,1.16264
2025-10-21 07:40:00+00:00,1.16264,1.16306,1.16254,1.16297
2025-10-21 07:45:00+00:00,1.16296,1.16315,1.16292,1.16311
2025-10-21 07:50:00+00:00,1.1631,1.16317,1.1628,1.16307
2025-10-21 07:55:00+00:00,1.16308,1.16319,1.16252,1.16254
2025-10-21 08:00:00+00:00,1.16252,1.16252,1.16206,1.16209
2025-10-21 08:05:00+00:00,1.16209,1.16268,1.16205,1.16252
2025-10-21 08:10:00+00:00,1.16253,1.16253,1.16218,1.16227
2025-10-21 08:15:00+00:00,1.16226,1.16238,1.16198,1.16234
2025-10-21 08:20:00+00:00,1.16234,1.16252,1.1622,1.16251
2025-10-21 08:25:00+00:00,1.16252,1.1627,1.16239,1.16252
2025-10-21 08:30:00+00:00,1.16252,1.1626,1.16244,1.1625
2025-10-21 08:35:00+00:00,1.16254,1.16277,1.16218,1.16244
2025-10-21 08:40:00+00:00,1.16244,1.16254,1.16198,1.16226
2025-10-21 08:45:00+00:00,1.16225,1.16227,1.16142,1.16148
2025-10-21 08:50:00+00:00,1.16146,1.1617,1.16127,1.1617
2025-10-21 08:55:00+00:00,1.1617,1.16228,1.16166,1.16212
2025-10-21 09:00:00+00:00,1.16213,1.1622,1.16176,1.16178
2025-10-21 09:05:00+00:00,1.16176,1.16184,1.16165,1.16172
2025-10-21 09:10:00+00:00,1.16175,1.16198,1.1616,1.16198
2025-10-21 09:15:00+00:00,1.16197,1.16224,1.16184,1.1619
2025-10-21 09:20:00+00:00,1.16189,1.16229,1.16189,1.16226
2025-10-21 09:25:00+00:00,1.16226,1.16234,1.16221,1.16222
2025-10-21 09:30:00+00:00,1.16224,1.16268,1.16208,1.16268
2025-10-21 09:35:00+00:00,1.16269,1.16273,1.16234,1.16234
2025-10-21 09:40:00+00:00,1.16235,1.1625,1.16228,1.1624
2025-10-21 09:45:00+00:00,1.1624,1.16246,1.16193,1.16199
2025-10-21 09:50:00+00:00,1.16199,1.1623,1.16196,1.16228
2025-10-21 09:55:00+00:00,1.16228,1.16238,1.162,1.16206
2025-10-21 10:00:00+00:00,1.16206,1.16234,1.16205,1.16234
2025-10-21 10:05:00+00:00,1.16233,1.16234,1.16162,1.16162
2025-10-21 10:10:00+00:00,1.16162,1.16163,1.16122,1.16135
2025-10-21 10:15:00+00:00,1.16136,1.16146,1.16073,1.16084
2025-10-21 10:20:00+00:00,1.1608,1.16143,1.16066,1.16138
